Cbench started.
  %   cumulative   self              self     total
 time   seconds   seconds    calls  ms/call  ms/call  name
  0.02   509.62      0.02      486     0.04     0.80  BinData::BasePrimitive::AssertPlugin#do_read
  0.02   509.64      0.02      239     0.08     7.41  Pio::OpenFlow::Action#initialize
  0.02   509.66      0.02      478     0.04     2.74  Pio::OpenFlow::Action#to_binary
  0.02   509.68      0.02       96     0.21     0.31  #<BinData::Struct:0x00000002ff9770>.flags
  0.02   509.70      0.02       96     0.21     0.31  #<BinData::Struct:0x00000003173dd0>.flags
  0.02   509.72      0.02      239     0.08    71.92  Pio::OpenFlow10::ExactMatch#initialize
  0.02   509.74      0.02     1088     0.02     0.02  BinData::DSLMixin::DSLFieldParser#params_from_args
  0.02   509.76      0.02     1088     0.02     1.08  BinData::SanitizedFields#add_field
  0.02   509.78      0.02     1088     0.02     2.33  BinData::DSLMixin::DSLParser#parse_and_append_field
  0.02   509.80      0.02      278     0.07     0.14  Gem::BasicSpecification#full_name
  0.02   509.82      0.02       86     0.23     4.53  Kernel#eval
  0.02   509.84      0.02     1781     0.01     0.01  String#<<
  0.02   509.86      0.02      798     0.03     0.14  Gem::Requirement#to_s
  0.02   509.88      0.02      872     0.02     0.02  Gem::Requirement.parse
  0.02   509.90      0.02      205     0.10     0.63  Bundler::LockfileParser#parse_source
  0.02   509.92      0.02     1784     0.01     0.18  Bundler::SpecSet#sorted
  0.02   509.94      0.02      370     0.05     0.05  Kernel#instance_of?
  0.02   509.96      0.02      162     0.12     0.19  Bundler::Source::Rubygems#credless_remotes
  0.02   509.98      0.02     2309     0.01     0.01  Bundler::LazySpecification#satisfies?
  0.02   510.00      0.02      361     0.06     0.14  Bundler::RemoteSpecification#full_name
  0.02   510.02      0.02      434     0.05     1.04  Bundler::RemoteSpecification#method_missing
  0.02   510.04      0.02      169     0.12    11.42  Bundler::Runtime#setup
  0.02   510.06      0.02      928     0.02     0.03  BinData::DSLMixin::DSLFieldValidator#malformed_name?
  0.02   510.08      0.02      928     0.02     0.02  BinData::DSLMixin::DSLFieldValidator#name_is_reserved?
  0.02   510.10      0.02      938     0.02     0.14  Gem::StubSpecification#data
  0.02   510.12      0.02      188     0.11     1.28  Gem::Specification.each_stub
  0.02   510.14      0.02     1730     0.01     0.10  Gem::Requirement#as_list
  0.02   510.16      0.02      338     0.06     0.27  Bundler::Index#search_by_dependency
  0.02   510.18      0.02      102     0.20     0.49  Class#initialize
  0.02   510.20      0.02     1080     0.02     0.02  Hash#initialize_copy
  0.02   510.22      0.02      958     0.02     0.02  Module#define_method
  0.02   510.24      0.02     1873     0.01     0.01  Module#name
  0.02   510.26      0.02      134     0.15     0.45  ERB::Compiler#compile
  0.02   510.28      0.02      237     0.08     0.13  BinData::DSLMixin::DSLBigAndLittleEndianHandler#obj_attribute
  0.02   510.30      0.02      237     0.08     0.21  BinData::DSLMixin::DSLBigAndLittleEndianHandler#subclass_of_big_and_little_endian?
  0.02   510.32      0.02     1178     0.02     0.08  BinData::DSLMixin::DSLFieldValidator#fields
  0.02   510.34      0.02     1088     0.02     1.10  BinData::DSLMixin::DSLParser#append_field
  0.02   510.36      0.02      478     0.04     0.17  Pio::OpenFlow::Port#reserved_port_number?
  0.02   510.38      0.02       79     0.25     0.25  #<BinData::Struct:0x000000032ed440>.octets
  0.02   510.40      0.02     1454     0.01     0.03  BinData::StructArgProcessor#hidden_field_names
  0.02   510.42      0.02    10495     0.00     0.00  Kernel#method
  0.02   510.44      0.02    10571     0.00     0.00  String#*
  0.02   510.46      0.02     1199     0.02     0.05  BinData::IO::Write#initialize
  0.02   510.48      0.02     1436     0.01     0.52  Pio::IPv4Address#to_s
  0.02   510.50      0.02      956     0.02     0.03  IPAddr#<=>
  0.02   510.52      0.02       79     0.25     0.25  #<BinData::Struct:0x007fbc8941cdf8>.octets
  0.02   510.54      0.02       72     0.28     0.28  #<BinData::Struct:0x007fbc8a51da58>.flags
  0.02   510.56      0.02       79     0.25     0.25  #<BinData::Struct:0x007fbc8b2a4438>.octets
  0.02   510.58      0.02       96     0.21     0.83  #<BinData::Struct:0x007fbc88d236f0>.flags
  0.02   510.60      0.02     7170     0.00     0.00  IPAddr#to_i
  0.02   510.62      0.02     6354     0.00     0.00  Hash#length
  0.02   510.64      0.02      965     0.02     0.09  BinData::Rest#read_and_return_value
  0.02   510.66      0.02    10888     0.00     0.00  Fixnum#<<
  0.02   510.68      0.02      971     0.02     0.11  Pio::OpenFlow::TransactionId#get
  0.02   510.70      0.02      478     0.04     3.85  PacketIn(open_flow_version: uint8, message_type: uint8, message_length: uint16, transaction_id: uint32, buffer_id: uint32, total_length: uint16, in_port: uint16, reason: symbol, raw_data: string)#buffer_id
  0.01   510.71      0.01     1437     0.01     0.01  MatchData#captures
  0.01   510.72      0.01      417     0.02    10.07  Kernel#tap
  0.01   510.73      0.01     1657     0.01     0.01  Array#==
  0.01   510.74      0.01      960     0.01     0.01  Integer#to_i
  0.01   510.75      0.01      485     0.02     0.02  Fixnum#**
  0.01   510.76      0.01        1    10.00 105000.00  Kernel#load
  0.01   510.77      0.01      242     0.04     0.08  Pio::OpenFlow::Message#validate_user_options
  0.01   510.78      0.01      241     0.04     0.12  Pio::OpenFlow13::StatsRequest::Format#length
  0.01   510.79      0.01      485     0.02     0.91  BinData::String#read_and_return_value
  0.01   510.80      0.01      480     0.02     3.81  PacketIn(open_flow_version: uint8, message_type: uint8, message_length: uint16, transaction_id: uint32, buffer_id: uint32, total_length: uint16, in_port: uint16, reason: symbol, raw_data: string)#raw_data
  0.01   510.81      0.01      478     0.02     0.10  Kernel.format
  0.01   510.82      0.01      239     0.04     0.21  BinData::BasePrimitive#<=>
  0.01   510.83      0.01      239     0.04    10.92  Pio::OpenFlow::Actions10#get
  0.01   510.84      0.01      956     0.01     0.78  Array#inspect
  0.01   510.85      0.01      239     0.04     0.33  Pio::OpenFlow10::FlowMod::Flags#set
  0.01   510.86      0.01      239     0.04   276.95  Cbench#packet_in
  0.01   510.87      0.01        8     1.25     2.50  #<BinData::Struct:0x007fbc89775c48>.match=
  0.01   510.88      0.01       96     0.10     0.10  #<BinData::Struct:0x007fbc88c0f610>.flags
  0.01   510.89      0.01       96     0.10     0.10  #<BinData::Struct:0x007fbc88c741c8>.flags
  0.01   510.90      0.01       26     0.38     0.38  #<BinData::Struct:0x007fbc89675438>.octets
  0.01   510.91      0.01       27     0.37     0.37  #<BinData::Struct:0x007fbc8b362640>.octets
  0.01   510.92      0.01       79     0.13     0.13  #<BinData::Struct:0x007fbc89140328>.octets
  0.01   510.93      0.01       96     0.10     0.21  #<BinData::Struct:0x007fbc8b1afd98>.flags
  0.01   510.94      0.01       79     0.13     0.13  #<BinData::Struct:0x007fbc8a70dcf0>.octets
  0.01   510.95      0.01        5     2.00     2.00  #<Class:#<Pio::EthernetFrame:0x007fbc8ace3a58>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.01   510.96      0.01        3     3.33     6.67  #<BinData::Struct:0x007fbc8b7b3bb8>.flags=
  0.01   510.97      0.01        8     1.25     1.25  #<BinData::Struct:0x007fbc8bb51428>.match=
  0.01   510.98      0.01       96     0.10     0.10  #<BinData::Struct:0x007fbc8a576658>.flags
  0.01   510.99      0.01       96     0.10     0.10  #<BinData::Struct:0x007fbc8bbd5688>.flags
  0.01   511.00      0.01       79     0.13     0.13  #<BinData::Struct:0x007fbc8bb7d370>.octets
  0.01   511.01      0.01       26     0.38     0.38  #<BinData::Struct:0x007fbc8afa9df0>.octets
  0.01   511.02      0.01        9     1.11     1.11  #<BinData::Struct:0x007fbc8ba09520>.ether_type
  0.01   511.03      0.01       96     0.10     0.21  #<BinData::Struct:0x007fbc8b99f2b0>.flags
  0.01   511.04      0.01       72     0.14     0.14  #<BinData::Struct:0x007fbc8ae2d698>.flags
  0.01   511.05      0.01       27     0.37     0.74  #<BinData::Struct:0x007fbc8b32b1b8>.octets
  0.01   511.06      0.01       27     0.37     0.37  #<BinData::Struct:0x007fbc8ba97550>.octets
  0.01   511.07      0.01        5     2.00     2.00  #<BinData::Struct:0x007fbc8b89fae0>.xid
  0.01   511.08      0.01       96     0.10     0.10  #<BinData::Struct:0x007fbc8a684c98>.flags
  0.01   511.09      0.01       96     0.10     0.21  #<BinData::Struct:0x007fbc8ac57058>.flags
  0.01   511.10      0.01       72     0.14     0.14  #<BinData::Struct:0x007fbc8b0927a8>.flags
  0.01   511.11      0.01       20     0.50     0.50  #<BinData::Struct:0x007fbc8aa37598>.port
  0.01   511.12      0.01       96     0.10     0.31  #<BinData::Struct:0x007fbc8b4ac6e0>.flags
  0.01   511.13      0.01       27     0.37     0.37  #<BinData::Struct:0x007fbc8b475280>.octets
  0.01   511.14      0.01       79     0.13     0.13  #<BinData::Struct:0x007fbc8b8f6368>.octets
  0.01   511.15      0.01       26     0.38     0.38  #<BinData::Struct:0x007fbc8ac86948>.octets
  0.01   511.16      0.01       20     0.50     0.50  #<BinData::Struct:0x007fbc88ee6280>.port
  0.01   511.17      0.01       79     0.13     0.13  #<BinData::Struct:0x007fbc8a737a78>.octets
  0.01   511.18      0.01       27     0.37     0.37  #<BinData::Struct:0x007fbc8ad110c0>.octets
  0.01   511.19      0.01        9     1.11     1.11  #<BinData::Struct:0x007fbc8aec50b0>.flags
  0.01   511.20      0.01       96     0.10     0.10  #<BinData::Struct:0x007fbc88cd97a8>.flags
  0.01   511.21      0.01        5     2.00     2.00  #<BinData::Struct:0x007fbc8b74e1f0>.xid
  0.01   511.22      0.01       26     0.38     0.38  #<BinData::Struct:0x007fbc895d9d08>.octets
  0.01   511.23      0.01        1    10.00    10.00  #<BinData::Struct:0x007fbc8963dcb8>.octets
  0.01   511.24      0.01        8     1.25     1.25  #<BinData::Struct:0x007fbc89032648>.match=
  0.01   511.25      0.01        5     2.00     2.00  #<BinData::Struct:0x007fbc8b07f4f0>.xid
  0.01   511.26      0.01       72     0.14     0.14  #<BinData::Struct:0x007fbc897e12e0>.flags
  0.01   511.27      0.01       26     0.38     0.38  #<BinData::Struct:0x000000026eb430>.octets
  0.01   511.28      0.01        5     2.00     2.00  #<BinData::Struct:0x007fbc8ab21378>.xid
  0.01   511.29      0.01       72     0.14     0.14  #<BinData::Struct:0x007fbc8a888030>.flags
  0.01   511.30      0.01       72     0.14     0.28  #<BinData::Struct:0x0000000309b200>.flags
  0.01   511.31      0.01       79     0.13     0.13  #<BinData::Struct:0x007fbc8a633f78>.octets
  0.01   511.32      0.01       79     0.13     0.13  #<BinData::Struct:0x007fbc8afa2f50>.octets
  0.01   511.33      0.01       20     0.50     0.50  #<BinData::Struct:0x007fbc8b298638>.port
  0.01   511.34      0.01       72     0.14     0.14  #<BinData::Struct:0x00000002932888>.flags
  0.01   511.35      0.01        2     5.00    10.00  #<BinData::Struct:0x007fbc8b1f0578>.command
  0.01   511.36      0.01       96     0.10     0.21  #<BinData::Struct:0x007fbc8b1cd460>.flags
  0.01   511.37      0.01       79     0.13     0.13  #<BinData::Struct:0x007fbc88c54f30>.octets
  0.01   511.38      0.01        1    10.00    10.00  #<BinData::Struct:0x007fbc88e40b00>.octets=
  0.01   511.39      0.01       26     0.38     0.38  #<BinData::Struct:0x007fbc8aa08c20>.octets
  0.01   511.40      0.01        9     1.11     1.11  #<BinData::Struct:0x007fbc8933e198>.flags
  0.01   511.41      0.01       79     0.13     0.13  #<BinData::Struct:0x007fbc8b009ae8>.octets
  0.01   511.42      0.01        1    10.00    10.00  #<BinData::Struct:0x007fbc88da1e88>.ether_type
  0.01   511.43      0.01       96     0.10     0.10  #<BinData::Struct:0x007fbc88f17420>.flags
  0.01   511.44      0.01       79     0.13     0.13  #<BinData::Struct:0x007fbc8b428868>.octets
  0.01   511.45      0.01       96     0.10     0.10  #<BinData::Struct:0x007fbc890d5b40>.flags
  0.01   511.46      0.01       12     0.83     3.33  #<BinData::Struct:0x007fbc8bdb0070>.port=
  0.01   511.47      0.01        5     2.00     4.00  #<BinData::Struct:0x007fbc8ae5ef40>.xid
  0.01   511.48      0.01       27     0.37     0.37  #<BinData::Struct:0x007fbc8a7cd758>.octets
  0.01   511.49      0.01       12     0.83     0.83  #<BinData::Struct:0x007fbc8bc40230>.port=
  0.01   511.50      0.01        2     5.00     5.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007fbc8b1706c0>.wildcards
  0.01   511.51      0.01       96     0.10     0.21  #<BinData::Struct:0x007fbc8b215a08>.flags
  0.01   511.52      0.01       79     0.13     0.13  #<BinData::Struct:0x007fbc8afa3c70>.octets
  0.01   511.53      0.01       72     0.14     0.28  #<BinData::Struct:0x007fbc8b1db178>.flags
  0.01   511.54      0.01       26     0.38     0.38  #<BinData::Struct:0x007fbc8bafefc0>.octets
  0.01   511.55      0.01       79     0.13     0.13  #<BinData::Struct:0x007fbc890a49a0>.octets
  0.01   511.56      0.01       72     0.14     0.28  #<BinData::Struct:0x007fbc89239838>.flags
  0.01   511.57      0.01       96     0.10     0.21  #<BinData::Struct:0x007fbc8b1c58f0>.flags
  0.01   511.58      0.01       79     0.13     0.13  #<BinData::Struct:0x007fbc8bcc66c8>.octets
  0.01   511.59      0.01        3     3.33     6.67  #<BinData::Struct:0x007fbc8bc15a08>.octets=
  0.01   511.60      0.01       12     0.83     1.67  #<BinData::Struct:0x007fbc894ae528>.port=
  0.01   511.61      0.01        4     2.50     2.50  #<BinData::Struct:0x007fbc88c7f668>.binary=
  0.01   511.62      0.01        9     1.11     1.11  #<BinData::Struct:0x007fbc8b9debe0>.flags
  0.01   511.63      0.01       20     0.50     0.50  #<BinData::Struct:0x007fbc8b5aada8>.port
  0.01   511.64      0.01       79     0.13     0.13  #<BinData::Struct:0x007fbc8a5f8680>.octets
  0.01   511.65      0.01        6     1.67     1.67  #<BinData::Struct:0x007fbc8ba1f9d8>.reason
  0.01   511.66      0.01      600     0.02     1.65  Pio::OpenFlow::Message.open_flow_header
  0.01   511.67      0.01      721     0.01    52.76  BinData::Struct#assign
  0.01   511.68      0.01     3361     0.00     0.00  BinData::Array#initialize_instance
  0.01   511.69      0.01     1436     0.01     0.48  IPAddr#to_string
  0.01   511.70      0.01     1436     0.01     0.50  IPAddr#to_s
  0.01   511.71      0.01      725     0.01     0.01  Trema.logger
  0.01   511.72      0.01      240     0.04     0.17  Pio::OpenFlow10::PacketIn::Format#length
  0.01   511.73      0.01        8     1.25     2.50  #<BinData::Struct:0x0000000314f778>.match=
  0.01   511.74      0.01       79     0.13     0.13  #<BinData::Struct:0x00000003390938>.octets
  0.01   511.75      0.01        5     2.00     2.00  #<BinData::Struct:0x00000002730300>.xid
  0.01   511.76      0.01       79     0.13     0.13  #<BinData::Struct:0x00000003070a00>.octets
